pair_id,example_id,model,question,answer,claim_text,matched_sentence_text,predicted_citation_doc_ids,correct
247,32,qwen3-8b,Which city is known as manchester of india?,"The title ""Manchester of India"" is commonly associated with **Ludhiana**, which is often dubbed as such due to its prominence in the textile industry, particularly woolen textiles [2]. However, **Coimbatore** in Tamil Nadu is referred to as the ""Manchester of South India"" owing to its significant textile manufacturing sector [1]. Both cities are recognized for their industrial contributions, but Ludhiana is more broadly acknowledged as the general ""Manchester of India.""",Coimbatore is referred to as the 'Manchester of South India'.,"However, **Coimbatore** in Tamil Nadu is referred to as the ""Manchester of South India"" owing to its significant textile manufacturing sector [1]. ",doc1,
248,32,qwen3-8b,Which city is known as manchester of india?,"The title ""Manchester of India"" is commonly associated with **Ludhiana**, which is often dubbed as such due to its prominence in the textile industry, particularly woolen textiles [2]. However, **Coimbatore** in Tamil Nadu is referred to as the ""Manchester of South India"" owing to its significant textile manufacturing sector [1]. Both cities are recognized for their industrial contributions, but Ludhiana is more broadly acknowledged as the general ""Manchester of India.""",Coimbatore has a significant textile manufacturing sector.,"However, **Coimbatore** in Tamil Nadu is referred to as the ""Manchester of South India"" owing to its significant textile manufacturing sector [1]. ",doc1,
249,32,qwen3-8b,Which city is known as manchester of india?,"The title ""Manchester of India"" is commonly associated with **Ludhiana**, which is often dubbed as such due to its prominence in the textile industry, particularly woolen textiles [2]. However, **Coimbatore** in Tamil Nadu is referred to as the ""Manchester of South India"" owing to its significant textile manufacturing sector [1]. Both cities are recognized for their industrial contributions, but Ludhiana is more broadly acknowledged as the general ""Manchester of India.""",Both Ludhiana and Coimbatore are recognized for their industrial contributions.,"Both cities are recognized for their industrial contributions, but Ludhiana is more broadly acknowledged as the general ""Manchester of India.""",,
250,32,qwen3-8b,Which city is known as manchester of india?,"The title ""Manchester of India"" is commonly associated with **Ludhiana**, which is often dubbed as such due to its prominence in the textile industry, particularly woolen textiles [2]. However, **Coimbatore** in Tamil Nadu is referred to as the ""Manchester of South India"" owing to its significant textile manufacturing sector [1]. Both cities are recognized for their industrial contributions, but Ludhiana is more broadly acknowledged as the general ""Manchester of India.""",Ludhiana is more broadly acknowledged as the general 'Manchester of India'.,"Both cities are recognized for their industrial contributions, but Ludhiana is more broadly acknowledged as the general ""Manchester of India.""",,
251,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",The provided documents do not state that the $2 bill has stopped being printed.,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. ","doc1,doc4",
252,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",The documents detail several recent series of printing for the United States two-dollar bill.,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. ","doc1,doc4",
253,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].","The Bureau of Engraving and Printing printed 512,000 Series 2009 $2 Star Notes in February 2012.","For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. ",doc1,
254,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",The Bureau of Engraving and Printing began printing series 2013 $2 bills in November 2013.,"For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. ",doc1,
255,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",Series 2013 $2 bills entered circulation in early 2014.,"For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. ",doc1,
256,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",Large print runs have been issued.,"Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",doc4,
257,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",Series 1995 was a large print run.,"Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",doc4,
258,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",Series 1995 was printed in 1996.,"Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",doc4,
259,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",Series 1995 was printed in 1997.,"Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",doc4,
260,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",Series 2003A was a large print run.,"Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",doc4,
261,33,gemma-4-e4b,When was the last time a $2 bill was printed?,"The provided documents do not state that the $2 bill has stopped being printed; rather, they detail several recent series of printing for the United States two-dollar bill [1][4]. For instance, the Bureau of Engraving and Printing (B.E.P.) printed 512,000 Series 2009 $2 Star Notes in February 2012, and began printing series 2013 $2 bills in November 2013, which entered circulation in early 2014 [1]. Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",Series 2003A was printed from July to September 2006.,"Additionally, large print runs, such as Series 1995 in 1996 and 1997, and Series 2003A from July to September 2006, have been issued [4].",doc4,
262,34,llama-3.1-8b,When was the this is it tour supposed to start?,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",The This Is It concert residency was scheduled to begin in July 2009.,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. ","doc1,doc3,doc4",
263,34,llama-3.1-8b,When was the this is it tour supposed to start?,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",The first concert was originally set for July 13.,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. ","doc1,doc3,doc4",
264,34,llama-3.1-8b,When was the this is it tour supposed to start?,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",The first concert was later pushed back to July 16.,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. ","doc1,doc3,doc4",
265,34,llama-3.1-8b,When was the this is it tour supposed to start?,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].","The residency was scheduled to end on September 29, 2009.","The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. ","doc1,doc3,doc4",
266,34,llama-3.1-8b,When was the this is it tour supposed to start?,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",The residency consisted of a total of 27 shows.,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. ","doc1,doc3,doc4",
267,34,llama-3.1-8b,When was the this is it tour supposed to start?,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",The second leg was scheduled to resume in January 2010.,"The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",doc1,
268,34,llama-3.1-8b,When was the this is it tour supposed to start?,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",The second leg was scheduled to end in March 2010.,"The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",doc1,
269,34,llama-3.1-8b,When was the this is it tour supposed to start?,"The This Is It concert residency was scheduled to begin in July 2009, with the first concert originally set for July 13 (later pushed back to July 16) and the last scheduled to end on September 29, 2009, with a total of 27 shows [1][3][4]. The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",The second leg included an additional 23 shows.,"The second leg was scheduled to resume in January 2010 through March 2010, with an additional 23 shows [1].",doc1,
270,35,qwen3-8b,When did the brisbane broncos last won a premiership?,"The Brisbane Broncos last won a premiership in **2006**, as noted in documents [2] and [3], which state that the club was experiencing its longest premiership drought since their most recent success in that year. However, Document [5] lists 2015 as a premiership year, creating a discrepancy in the provided sources. Based on the cited documents, the most consistent answer is **2006** [2][3].",The Brisbane Broncos last won a premiership in 2006.,"The Brisbane Broncos last won a premiership in **2006**, as noted in documents [2] and [3], which state that the club was experiencing its longest premiership drought since their most recent success in that year. ","doc2,doc3",
271,35,qwen3-8b,When did the brisbane broncos last won a premiership?,"The Brisbane Broncos last won a premiership in **2006**, as noted in documents [2] and [3], which state that the club was experiencing its longest premiership drought since their most recent success in that year. However, Document [5] lists 2015 as a premiership year, creating a discrepancy in the provided sources. Based on the cited documents, the most consistent answer is **2006** [2][3].",Documents [2] and [3] note the 2006 premiership.,"The Brisbane Broncos last won a premiership in **2006**, as noted in documents [2] and [3], which state that the club was experiencing its longest premiership drought since their most recent success in that year. ","doc2,doc3",
272,35,qwen3-8b,When did the brisbane broncos last won a premiership?,"The Brisbane Broncos last won a premiership in **2006**, as noted in documents [2] and [3], which state that the club was experiencing its longest premiership drought since their most recent success in that year. However, Document [5] lists 2015 as a premiership year, creating a discrepancy in the provided sources. Based on the cited documents, the most consistent answer is **2006** [2][3].",The club was experiencing its longest premiership drought since 2006.,"The Brisbane Broncos last won a premiership in **2006**, as noted in documents [2] and [3], which state that the club was experiencing its longest premiership drought since their most recent success in that year. ","doc2,doc3",
273,35,qwen3-8b,When did the brisbane broncos last won a premiership?,"The Brisbane Broncos last won a premiership in **2006**, as noted in documents [2] and [3], which state that the club was experiencing its longest premiership drought since their most recent success in that year. However, Document [5] lists 2015 as a premiership year, creating a discrepancy in the provided sources. Based on the cited documents, the most consistent answer is **2006** [2][3].",Document [5] lists 2015 as a premiership year.,"However, Document [5] lists 2015 as a premiership year, creating a discrepancy in the provided sources. ",doc5,
274,35,qwen3-8b,When did the brisbane broncos last won a premiership?,"The Brisbane Broncos last won a premiership in **2006**, as noted in documents [2] and [3], which state that the club was experiencing its longest premiership drought since their most recent success in that year. However, Document [5] lists 2015 as a premiership year, creating a discrepancy in the provided sources. Based on the cited documents, the most consistent answer is **2006** [2][3].",There is a discrepancy in the provided sources.,"However, Document [5] lists 2015 as a premiership year, creating a discrepancy in the provided sources. ",doc5,
275,35,qwen3-8b,When did the brisbane broncos last won a premiership?,"The Brisbane Broncos last won a premiership in **2006**, as noted in documents [2] and [3], which state that the club was experiencing its longest premiership drought since their most recent success in that year. However, Document [5] lists 2015 as a premiership year, creating a discrepancy in the provided sources. Based on the cited documents, the most consistent answer is **2006** [2][3].",The most consistent answer based on the cited documents is 2006.,"Based on the cited documents, the most consistent answer is **2006** [2][3].","doc2,doc3",
276,36,gemma-4-e4b,Who did raven marry in that's so raven?,"Based on the provided documents, there is no information about a character named Raven from *That '70s Show* or who she married.",The provided documents contain no information about a character named Raven from *That '70s Show*.,"Based on the provided documents, there is no information about a character named Raven from *That '70s Show* or who she married.",,
277,36,gemma-4-e4b,Who did raven marry in that's so raven?,"Based on the provided documents, there is no information about a character named Raven from *That '70s Show* or who she married.",The provided documents contain no information about who Raven married.,"Based on the provided documents, there is no information about a character named Raven from *That '70s Show* or who she married.",,
278,37,llama-3.1-8b,Whats the most games the red sox have won in a season?,"The Boston Red Sox set a new franchise record for wins in a season in 2018 with 108 wins, surpassing the prior mark of 105 set in 1912 [2]. This record stood for the highest number of wins in a season by the Red Sox until it was surpassed by the prior mark was also set in a 1912 season which was 105",The Boston Red Sox set a new franchise record for wins in a season in 2018.,"The Boston Red Sox set a new franchise record for wins in a season in 2018 with 108 wins, surpassing the prior mark of 105 set in 1912 [2]. ",doc2,
279,37,llama-3.1-8b,Whats the most games the red sox have won in a season?,"The Boston Red Sox set a new franchise record for wins in a season in 2018 with 108 wins, surpassing the prior mark of 105 set in 1912 [2]. This record stood for the highest number of wins in a season by the Red Sox until it was surpassed by the prior mark was also set in a 1912 season which was 105",The Red Sox had 108 wins in 2018.,"The Boston Red Sox set a new franchise record for wins in a season in 2018 with 108 wins, surpassing the prior mark of 105 set in 1912 [2]. ",doc2,
280,37,llama-3.1-8b,Whats the most games the red sox have won in a season?,"The Boston Red Sox set a new franchise record for wins in a season in 2018 with 108 wins, surpassing the prior mark of 105 set in 1912 [2]. This record stood for the highest number of wins in a season by the Red Sox until it was surpassed by the prior mark was also set in a 1912 season which was 105",The prior franchise record was 105 wins.,"The Boston Red Sox set a new franchise record for wins in a season in 2018 with 108 wins, surpassing the prior mark of 105 set in 1912 [2]. ",doc2,
281,37,llama-3.1-8b,Whats the most games the red sox have won in a season?,"The Boston Red Sox set a new franchise record for wins in a season in 2018 with 108 wins, surpassing the prior mark of 105 set in 1912 [2]. This record stood for the highest number of wins in a season by the Red Sox until it was surpassed by the prior mark was also set in a 1912 season which was 105",The prior record was set in 1912.,This record stood for the highest number of wins in a season by the Red Sox until it was surpassed by the prior mark was also set in a 1912 season which was 105,,
282,37,llama-3.1-8b,Whats the most games the red sox have won in a season?,"The Boston Red Sox set a new franchise record for wins in a season in 2018 with 108 wins, surpassing the prior mark of 105 set in 1912 [2]. This record stood for the highest number of wins in a season by the Red Sox until it was surpassed by the prior mark was also set in a 1912 season which was 105",The 2018 record stood as the highest number of wins in a season by the Red Sox until it was surpassed.,This record stood for the highest number of wins in a season by the Red Sox until it was surpassed by the prior mark was also set in a 1912 season which was 105,,
283,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].",Tornadoes most commonly occur in the Great Plains.,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. ",doc1,
284,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].",Tornadoes most commonly occur in the Midwest.,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. ",doc1,
285,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].",Tornadoes most commonly occur in the Mississippi Valley.,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. ",doc1,
286,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].",Tornadoes most commonly occur in the southern United States.,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. ",doc1,
287,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].","The region of the Great Plains, Midwest, Mississippi Valley, and southern United States is often referred to as ""Tornado Alley"".","Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. ",doc1,
288,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].","Warm, moist air comes from the Gulf of Mexico.","This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

",doc3,
289,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].","Cool, dry air comes from Canada.","This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

",doc3,
290,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].","Warm, moist air and cool, dry air converge in this area.","This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

",doc3,
291,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].",The convergence of these air masses creates ideal conditions for severe thunderstorms.,"This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

",doc3,
292,38,qwen3-8b,Where do tornadoes most commonly occur in the us?,"Tornadoes most commonly occur in the **Great Plains, Midwest, Mississippi Valley, and southern United States**, a region often referred to as ""Tornado Alley"" [1]. This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

While **Texas** has the most tornadoes in terms of total numbers, **Oklahoma** and **Kansas** are noted for having the highest number of strong tornadoes (EF4 or EF5) per unit area [4]. Additionally, **Florida** has the most tornadoes per unit area, though most are weak (EF0 or EF1) and often linked to hurricanes [4]. Tornadoes can occur in all U.S. states, including Alaska and Hawaii, but they are rare west of the Rocky Mountains [2].",The convergence of these air masses causes the area to experience the highest frequency of tornadoes.,"This area experiences the highest frequency of tornadoes due to the convergence of warm, moist air from the Gulf of Mexico and cool, dry air from Canada, creating ideal conditions for severe thunderstorms [3]. 

",doc3,
